fullname,price,new_price,year,sellertype,kmdriven,ownertype,fueltype,transmissiontype,mileage,enginecc,maxpowerbhp,seats,pricelakh,price_old
Maruti Ciaz VXi Plus,530000,9.42-12.72,2015,Individual,70000,First Owner,Petrol,Manual,20.73,1373,91.1,5,Medium Range,5.3
Tata Tiago 1.2 Revotron XZ,530000,5.53-7.82,2016,Individual,9500,First Owner,Petrol,Manual,23.84,1199,84,5,Medium Range,5.3
Hyundai Verna 1.6 VTVT S,650000,10.18-15.87,2015,Individual,9100,First Owner,Petrol,Manual,17.01,1591,121.3,5,Medium Range,6.5
Honda New Accord 2008-2011 2.4 MT,495000,null,2010,Dealer,82000,First Owner,Petrol,Manual,12.8,2354,177.6,5,Medium Range,4.95
Honda City 1.5 S MT,335000,12.24-16.17,2010,Dealer,86000,First Owner,Petrol,Manual,17,1497,118,5,Lower Range,3.35
Audi Q5 40 TDI Technology,4675000,null,2020,Dealer,19000,First Owner,Diesel,Automatic,17.01,1968,188,5,Higher Range,46.75
Audi A4 2.0 TDI,1290000,null,2013,Dealer,78000,First Owner,Diesel,Automatic,16.55,1968,147.51,5,Higher Range,12.9
Ford Figo Diesel Titanium,300000,null,2011,Individual,60000,First Owner,Diesel,Manual,20,1399,68,5,Lower Range,3
Maruti Wagon R ZXI AMT 1.2BSIV,550000,5.11-6.79,2019,Trustmark Dealer,7883,First Owner,Petrol,Automatic,21.5,1197,81.8,5,Medium Range,5.5
Maruti Swift Dzire LDI,390000,null,2013,Trustmark Dealer,50205,First Owner,Diesel,Manual,23.4,1248,74,5,Lower Range,3.9
Mahindra Bolero DI AC BSIII,260000,8.93-10.47,2008,Individual,220000,First Owner,Diesel,Manual,13.6,2523,63,7,Lower Range,2.6
Tata Tigor 1.05 Revotorq XT,395000,null,2017,Dealer,58000,First Owner,Diesel,Manual,24.7,1047,69,5,Lower Range,3.95
Mahindra Scorpio SLE BSIII,550000,14.90-19.43,2012,Individual,170000,First Owner,Diesel,Manual,12.05,2179,120,8,Medium Range,5.5
Maruti Swift Dzire VXI 1.2 BS IV,650000,6.62-9.95,2018,Individual,15000,First Owner,Petrol,Manual,22,1197,81.8,5,Medium Range,6.5
Maruti Swift DDiS LDI,375000,null,2016,Dealer,71245,First Owner,Diesel,Manual,28.4,1248,74,5,Lower Range,3.75
Tata Manza ELAN Quadrajet BS IV,300000,null,2012,Individual,20000,First Owner,Diesel,Manual,21.12,1248,88.8,5,Lower Range,3
Toyota Etios VX,450000,null,2016,Dealer,52000,First Owner,Petrol,Manual,16.78,1496,88.73,5,Medium Range,4.5
Honda Brio S MT,335000,null,2015,Individual,61000,First Owner,Petrol,Manual,19.4,1198,86.8,5,Lower Range,3.35
Kia Seltos GTK,1300000,11.19-19.20,2019,Individual,7000,First Owner,Petrol,Manual,16.1,1353,138,5,Higher Range,13
Maruti Alto K10 VXI,360000,null,2018,Individual,20000,First Owner,Petrol,Manual,23.95,998,67.05,5,Lower Range,3.6
Maruti Celerio ZXI,505000,5.30-6.65,2020,Individual,8700,First Owner,Petrol,Manual,21.63,998,67.04,5,Medium Range,5.05
Maruti Alto 800 LXI,310000,3.47-4.66,2019,Individual,25000,First Owner,Petrol,Manual,24.7,796,47.3,5,Lower Range,3.1
Hyundai i20 Asta Option BSIV,545000,8.03-13.41,2015,Dealer,42000,First Owner,Petrol,Manual,18.6,1197,81.86,5,Medium Range,5.45
Mahindra Xylo E4,300000,null,2009,Individual,120000,First Owner,Diesel,Manual,14,2498,112,7,Lower Range,3
Chevrolet Aveo 1.4 LS Limited Edition,200000,null,2009,Individual,60000,First Owner,Petrol,Manual,14.4,1399,94,5,Lower Range,2
Mahindra Bolero DI,150000,9.05-10.69,2006,Individual,120000,First Owner,Diesel,Manual,13.6,2523,63,7,Lower Range,1.5
Maruti Baleno Delta 1.2,580000,6.58-10.17,2018,Individual,50000,First Owner,Petrol,Manual,21.4,1197,83.1,5,Medium Range,5.8
Maruti Wagon R VXI BS IV,250000,5.35-7.13,2011,Individual,58000,First Owner,Petrol,Manual,18.9,998,67.1,5,Lower Range,2.5
Hyundai Verna 1.4 VTVT,650000,10.54-16.52,2017,Individual,36000,First Owner,Petrol,Manual,17.43,1396,105.5,5,Medium Range,6.5
Maruti SX4 S Cross DDiS 200 Zeta,800000,null,2016,Individual,80000,First Owner,Diesel,Manual,23.65,1248,88.5,5,Medium Range,8
Audi Q3 2.0 TDI Quattro Premium Plus,1475000,null,2013,Dealer,71000,First Owner,Diesel,Automatic,15.73,1968,174.33,5,Higher Range,14.75
Maruti Ertiga VDI,410000,null,2018,Individual,30000,First Owner,Diesel,Manual,25.47,1248,88.5,7,Lower Range,4.1
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,531000,10.14-13.79,2015,Dealer,162828,First Owner,Diesel,Manual,22.77,1498,98.59,5,Medium Range,5.31
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,890000,null,2018,Individual,7500,First Owner,Diesel,Manual,23,1498,98.96,5,Higher Range,8.9
Tata Safari Storme EX,775000,null,2016,Dealer,47227,First Owner,Diesel,Manual,14,2179,138.1,7,Medium Range,7.75
Maruti Wagon R CNG LXI BSIV,435000,6.15-6.23,2018,Dealer,52000,First Owner,CNG,Manual,33.54,998,67.04,5,Medium Range,4.35
Ford Figo Diesel ZXI,185000,8.96-9.46,2012,Dealer,74000,First Owner,Diesel,Manual,20,1399,68.05,5,Lower Range,1.85
Mahindra Bolero 2011-2019 SLX,440000,9.05-10.69,2011,Dealer,47000,First Owner,Diesel,Manual,15.96,2523,62.1,7,Medium Range,4.4
Hyundai i20 Sportz 1.2,450000,7.63-12.66,2015,Individual,50000,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,4.5
Maruti Baleno Zeta 1.2,600000,6.93-10.63,2017,Individual,100000,First Owner,Petrol,Manual,21.4,1197,83.1,5,Medium Range,6
Maruti Celerio VXI,320000,5.12-6.48,2014,Individual,35000,First Owner,Petrol,Manual,23.1,998,67.04,5,Lower Range,3.2
Hyundai i20 Active 1.4 SX,700000,null,2016,Individual,50000,First Owner,Diesel,Manual,21.19,1396,88.73,5,Medium Range,7
Ford Aspire 1.2 Ti-VCT Titanium,630000,6.85-8.45,2018,Individual,10000,First Owner,Petrol,Manual,18.16,1196,86.8,5,Medium Range,6.3
Maruti Alto 800 VXI Airbag,320000,3.47-4.65,2016,Individual,10370,First Owner,Petrol,Manual,22.74,796,47.3,5,Lower Range,3.2
Honda City V MT,465000,12.68-16.80,2013,Dealer,62000,First Owner,Petrol,Manual,16.8,1497,116.3,5,Medium Range,4.65
Tata Manza Aura Quadrajet BS IV,275000,null,2011,Individual,70000,First Owner,Diesel,Manual,21.12,1248,88.8,5,Lower Range,2.75
Nissan Sunny Diesel XL,370000,null,2013,Individual,250000,First Owner,Diesel,Manual,21.64,1461,84.8,5,Lower Range,3.7
Hyundai i20 Sportz 1.2,550000,null,2016,Individual,40000,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,5.5
Maruti Swift VVT VXI,445000,6.29-9.14,2017,Individual,60000,First Owner,Petrol,Manual,22,1197,81.8,5,Medium Range,4.45
Tata Safari Storme VX,705000,null,2013,Dealer,67231,First Owner,Diesel,Manual,14,2179,138.1,7,Medium Range,7.05
Maruti Wagon R CNG LXI BSIV,270000,5.97-6.04,2013,Dealer,64000,First Owner,CNG,Manual,33.54,998,67.04,5,Lower Range,2.7
Nissan Micra Diesel XV,420000,null,2012,Dealer,142587,First Owner,Diesel,Manual,23.08,1461,63.1,5,Medium Range,4.2
Honda City i DTec SV,475000,null,2014,Dealer,63000,First Owner,Diesel,Manual,26,1498,98.6,5,Medium Range,4.75
Toyota Fortuner 4x4 MT,1755000,38.86-44.64,2015,Individual,80000,First Owner,Diesel,Manual,12.55,2982,168.5,7,Higher Range,17.55
Honda City 2017-2020 VTEC,350000,12.68-16.80,2011,Dealer,55000,First Owner,Petrol,Manual,16.9,1497,100,5,Lower Range,3.5
Hyundai i20 2015-2017 Sportz Option 1.2,575000,8.03-13.41,2016,Dealer,11000,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,5.75
Toyota Etios Liva GD,466000,null,2016,Dealer,66000,First Owner,Diesel,Manual,23.59,1364,67.06,5,Medium Range,4.66
Renault KWID 1.0 RXT Optional,360000,3.81-6.29,2017,Individual,17000,First Owner,Petrol,Manual,23.01,999,67,5,Lower Range,3.6
Maruti Alto 800 VXI Optional,275000,3.47-4.65,2017,Individual,25000,First Owner,Petrol,Manual,24.7,796,47.3,5,Lower Range,2.75
Datsun GO Plus D,320000,4.71-7.74,2016,Individual,33350,First Owner,Petrol,Manual,19.44,1198,67,7,Lower Range,3.2
Maruti Omni 5 Str STD,95000,null,2000,Individual,45000,First Owner,Petrol,Manual,14,796,35,5,Lower Range,0.95
Hyundai Grand i10 Magna,370000,6.48-6.57,2015,Dealer,62000,First Owner,Petrol,Manual,18.9,1197,82,5,Lower Range,3.7
Honda Brio E MT,250000,null,2013,Individual,30000,First Owner,Petrol,Manual,19.4,1198,86.8,5,Lower Range,2.5
Maruti Swift Dzire ZXi,275000,6.62-9.95,2009,Individual,59000,First Owner,Petrol,Manual,17.5,1298,85.8,5,Lower Range,2.75
Mercedes-Benz GLA AMG 45 4MATIC,1950000,null,2015,Dealer,20000,First Owner,Petrol,Automatic,12.33,1991,375.48,5,Higher Range,19.5
Honda City i VTEC V,550000,12.68-16.80,2014,Dealer,86113,First Owner,Petrol,Manual,17.4,1497,117.3,5,Medium Range,5.5
Toyota Corolla Altis Diesel D4DG,1325000,null,2016,Dealer,45000,First Owner,Diesel,Manual,21.43,1364,87.2,5,Higher Range,13.25
Maruti Swift Dzire VDI,750000,null,2018,Individual,10000,First Owner,Diesel,Manual,28.4,1248,74.02,5,Medium Range,7.5
Nissan Micra XV,290000,null,2011,Dealer,70000,First Owner,Petrol,Manual,18.06,1198,75,5,Lower Range,2.9
Maruti Wagon R VXI,272000,5.35-7.13,2015,Individual,92537,First Owner,Petrol,Manual,20.51,998,67.04,5,Lower Range,2.72
Maruti Ciaz 1.3 Alpha,951000,null,2019,Dealer,27645,First Owner,Diesel,Manual,28.09,1248,88.5,5,Higher Range,9.51
Maruti Alto K10 2010-2014 VXI,280000,null,2013,Individual,46242,First Owner,Petrol,Manual,20.92,998,67.1,5,Lower Range,2.8
Honda City V MT AVN,545000,13.13-17.45,2013,Individual,70000,First Owner,Petrol,Manual,16.8,1497,116.3,5,Medium Range,5.45
Renault KWID RXT,450000,null,2020,Individual,6000,First Owner,Petrol,Manual,22.3,799,53.26,5,Medium Range,4.5
Hyundai i20 2015-2017 Magna 1.2,480000,7.70-12.78,2017,Dealer,64000,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,4.8
Mahindra Scorpio 1.99 S10,1060000,15.21-19.61,2017,Dealer,93000,First Owner,Diesel,Manual,15.4,1997,120,7,Higher Range,10.6
Maruti Alto 800 LXI,235000,3.47-4.66,2013,Dealer,26200,First Owner,Petrol,Manual,22.74,796,47.3,5,Lower Range,2.35
Maruti Baleno Zeta 1.2,590000,6.75-10.35,2017,Individual,25000,First Owner,Petrol,Manual,21.4,1197,83.1,5,Medium Range,5.9
Mahindra TUV 300 mHAWK100 T8 Dual Tone,750000,null,2017,Individual,80000,First Owner,Diesel,Manual,18.49,1493,100,7,Medium Range,7.5
Hyundai Santro AT,71000,5.33-7.27,2004,Individual,110000,First Owner,Petrol,Automatic,null,999,null,5,Lower Range,0.71
Mahindra TUV 300 T4,450000,null,2016,Individual,70000,First Owner,Diesel,Manual,18.49,1493,100,7,Medium Range,4.5
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,2950000,39.97-46.24,2018,Dealer,50000,First Owner,Diesel,Automatic,12.9,2755,174.5,7,Higher Range,29.5
Hyundai Santro Xing GLS,110000,null,2008,Individual,80000,First Owner,Petrol,Manual,17.92,1086,62.1,5,Lower Range,1.1
Mahindra Scorpio M2DI,280000,15.50-20.09,2007,Individual,110000,First Owner,Diesel,Manual,13.5,2179,115,5,Lower Range,2.8
Audi A4 30 TFSI Premium Plus,1851000,48.80-53.76,2016,Dealer,55000,First Owner,Petrol,Automatic,17.84,1395,147.51,5,Higher Range,18.51
Honda City i-VTEC S,750000,12.80-17.01,2018,Individual,25000,First Owner,Petrol,Manual,17.4,1497,117.3,5,Medium Range,7.5
Hyundai Grand i10 Magna,400000,6.48-6.57,2015,Dealer,36000,First Owner,Petrol,Manual,18.9,1197,81.86,5,Lower Range,4
Maruti Swift Dzire ZDI,530000,null,2015,Individual,40000,First Owner,Diesel,Manual,26.59,1248,74,5,Medium Range,5.3
Mahindra Thar CRDe,870000,14.12-16.20,2018,Individual,25000,First Owner,Diesel,Manual,16.55,2498,105,6,Higher Range,8.7
Renault KWID RXL,295000,3.43-5.78,2018,Dealer,30038,First Owner,Petrol,Manual,25.17,799,53.3,5,Lower Range,2.95
Tata Tiago 1.05 Revotorq XE,370000,null,2017,Individual,53000,First Owner,Diesel,Manual,27.28,1047,69,5,Lower Range,3.7
Maruti Swift VXI,530000,6.35-9.30,2018,Individual,5000,First Owner,Petrol,Manual,21.21,1197,81.8,5,Medium Range,5.3
Hyundai Xcent 1.1 CRDi SX Option,600000,null,2014,Individual,41217,First Owner,Diesel,Manual,24.4,1120,71,5,Medium Range,6
Renault KWID Climber 1.0 AMT,350000,3.62-6.09,2017,Individual,35000,First Owner,Petrol,Automatic,24.04,999,67,5,Lower Range,3.5
Ford Ecosport 1.5 DV5 MT Titanium,470000,10.05-13.48,2013,Dealer,62000,First Owner,Diesel,Manual,22.7,1498,89.84,5,Medium Range,4.7
Ford Aspire 1.5 TDCi Trend,390000,9.62-10.01,2015,Individual,42000,First Owner,Diesel,Manual,25.83,1498,99,5,Lower Range,3.9
Ambassador Avigo 2000 DSZ,116000,null,2005,Individual,120000,First Owner,Diesel,Manual,13.2,1995,56,5,Lower Range,1.16
Mahindra Scorpio S10 7 Seater,920000,15.10-19.92,2015,Individual,80000,First Owner,Diesel,Manual,15.4,2179,120,7,Higher Range,9.2
Mahindra XUV500 W8 2WD,550000,16.54-23.28,2013,Individual,60000,First Owner,Diesel,Manual,15.1,2179,140,7,Medium Range,5.5
Hyundai Verna 1.6 SX,635000,13.09-18.29,2014,Individual,45000,First Owner,Diesel,Manual,22.32,1582,126.32,5,Medium Range,6.35
Mahindra XUV500 AT W8 FWD,1250000,16.54-23.28,2017,Dealer,50000,First Owner,Diesel,Automatic,16,2179,140,7,Higher Range,12.5
Maruti Alto 800 VXI,300000,3.47-4.65,2018,Individual,12000,First Owner,Petrol,Manual,24.7,796,47.3,5,Lower Range,3
Honda City i-VTEC CVT V,960000,12.80-17.01,2018,Individual,12000,First Owner,Petrol,Automatic,18,1497,117.6,5,Higher Range,9.6
Maruti Vitara Brezza VDi Option,750000,null,2018,Individual,15000,First Owner,Diesel,Manual,24.3,1248,88.5,5,Medium Range,7.5
Volkswagen Polo Petrol Trendline 1.2L,249000,6.94-11.19,2011,Dealer,63000,First Owner,Petrol,Manual,16.47,1198,73.9,5,Lower Range,2.49
Tata Hexa XT,1400000,14.1,2018,Individual,30000,First Owner,Diesel,Manual,17.6,2179,153.86,7,Higher Range,14
Ford Figo Diesel ZXI,250000,8.84-9.53,2011,Individual,160800,First Owner,Diesel,Manual,20,1399,68,5,Lower Range,2.5
Hyundai Verna 1.6 SX,610000,12.84-18.09,2014,Individual,120000,First Owner,Diesel,Manual,22.32,1582,126.32,5,Medium Range,6.1
Maruti Zen Estilo VXI BSIII,165000,null,2010,Dealer,62821,First Owner,Petrol,Manual,18.2,998,67.1,5,Lower Range,1.65
Ford Ecosport 2015-2021 1.5 Diesel Ambiente,545000,10.14-13.79,2016,Dealer,78247,First Owner,Diesel,Manual,21.7,1498,98.96,5,Medium Range,5.45
Hyundai Verna 1.6 CRDi EX MT,480000,11.32-15.88,2013,Individual,113000,First Owner,Diesel,Manual,22.32,1582,126.3,5,Medium Range,4.8
Hyundai i20 2015-2017 Asta Option 1.2,395000,8.03-13.41,2014,Dealer,52000,First Owner,Petrol,Manual,18.6,1197,81.83,5,Lower Range,3.95
Toyota Innova 2.5 G (Diesel) 7 Seater,495000,null,2012,Dealer,109000,First Owner,Diesel,Manual,12.99,2494,100.6,7,Medium Range,4.95
Ford Figo Aspire Facelift,550000,9.28-9.66,2017,Individual,15000,First Owner,Diesel,Manual,null,1498,99,null,Medium Range,5.5
Hyundai Grand i10 Asta Option,470000,6.81-7.16,2017,Individual,90000,First Owner,Petrol,Manual,18.9,1197,82,5,Medium Range,4.7
Tata Indica eXeta eGLX,200000,null,2011,Individual,35000,First Owner,Petrol,Manual,16.84,1193,64.4,5,Lower Range,2
Skoda Laura 1.9 TDI MT Ambiente,280000,null,2010,Individual,90000,First Owner,Diesel,Manual,17,1896,105,5,Lower Range,2.8
Chevrolet Aveo 1.4 LS Limited Edition,149000,null,2008,Dealer,62001,First Owner,Petrol,Manual,14.4,1399,94,5,Lower Range,1.49
Volkswagen Polo Diesel Trendline 1.2L,200000,null,2011,Dealer,98000,First Owner,Diesel,Manual,22.07,1199,73.9,5,Lower Range,2
Hyundai i20 Active 1.4 SX,699000,null,2016,Individual,20000,First Owner,Diesel,Manual,21.19,1396,88.73,5,Medium Range,6.99
Toyota Corolla Altis 1.8 G,315000,null,2010,Dealer,57000,First Owner,Petrol,Manual,14.28,1798,138.03,5,Lower Range,3.15
Maruti Wagon R VXI,340000,5.36-7.12,2014,Individual,21717,First Owner,Petrol,Manual,20.51,998,67.04,5,Lower Range,3.4
Renault Duster 85PS Diesel RxL,500000,null,2014,Individual,40000,First Owner,Diesel,Manual,20.45,1461,83.8,5,Medium Range,5
Honda City i-VTEC ZX,1050000,13.13-17.45,2017,Individual,50000,First Owner,Petrol,Manual,17.14,1497,117.6,5,Higher Range,10.5
Renault Duster 110PS Diesel RxZ,600000,null,2016,Individual,90000,First Owner,Diesel,Manual,19.6,1461,108.45,5,Medium Range,6
Fiat Avventura Urban Cross 1.3 Multijet Active,478000,null,2017,Individual,90000,First Owner,Diesel,Manual,20.5,1248,91.72,5,Medium Range,4.78
Maruti Swift VXI Optional,491000,6.35-9.27,2017,Dealer,27876,First Owner,Petrol,Manual,20.4,1197,81.8,5,Medium Range,4.91
Land Rover Discovery Sport Si4 HSE,2890000,70.25-74.15,2016,Dealer,56000,First Owner,Petrol,Automatic,12.63,1999,177,5,Higher Range,28.9
Hyundai i10 Asta,160000,null,2008,Individual,57215,First Owner,Petrol,Manual,20.36,1197,78.9,5,Lower Range,1.6
Hyundai Venue SX Turbo BSIV,985000,8.06-13.75,2019,Dealer,5400,First Owner,Petrol,Manual,18.27,998,118.35,5,Higher Range,9.85
Maruti Swift Dzire VDI,500000,null,2014,Individual,60000,First Owner,Diesel,Manual,23.4,1248,74,5,Medium Range,5
Tata Tiago 1.2 Revotron XT,335000,5.63-7.89,2017,Individual,24800,First Owner,Petrol,Manual,23.84,1199,84,5,Lower Range,3.35
Maruti Alto LXi BSIII,85000,null,2005,Individual,70000,First Owner,Petrol,Manual,19.7,796,46.3,5,Lower Range,0.85
Honda BRV i-DTEC VX MT,950000,null,2016,Dealer,59450,First Owner,Diesel,Manual,21.9,1498,98.6,7,Higher Range,9.5
Honda Jazz VX CVT,740000,8.51-10.96,2018,Dealer,20000,First Owner,Petrol,Automatic,17.1,1199,88.51,5,Medium Range,7.4
Tata Indica Vista Terra 1.4 TDI,200000,null,2010,Individual,90000,First Owner,Diesel,Manual,17,1405,71,5,Lower Range,2
Maruti Swift VXI,375000,6.04-8.98,2013,Dealer,34553,First Owner,Petrol,Manual,22,1197,81.8,5,Lower Range,3.75
Maruti Vitara Brezza VDi,810000,null,2018,Individual,40000,First Owner,Diesel,Manual,24.3,1248,88.5,5,Medium Range,8.1
Volkswagen Polo Petrol Trendline 1.2L,173000,null,2010,Individual,350000,First Owner,Petrol,Manual,16.47,1198,73.9,5,Lower Range,1.73
Maruti Vitara Brezza VDi,700000,null,2017,Individual,50000,First Owner,Diesel,Manual,24.3,1248,88.5,5,Medium Range,7
Mahindra KUV 100 mFALCON D75 K4,310000,null,2016,Individual,70000,First Owner,Diesel,Manual,25.32,1198,77,6,Lower Range,3.1
Mahindra Scorpio 1.99 S4,850000,15.10-19.92,2017,Individual,120000,First Owner,Diesel,Manual,15.4,1997,120,7,Higher Range,8.5
Hyundai i20 Era 1.4 CRDi,285000,9.60-12.74,2013,Individual,90000,First Owner,Diesel,Manual,22.54,1396,88.76,5,Lower Range,2.85
Maruti Swift Dzire VDI,450000,null,2014,Individual,120000,First Owner,Diesel,Manual,23.4,1248,74,5,Medium Range,4.5
Hyundai Creta 1.6 CRDi SX,1100000,12.32-20.80,2017,Individual,80000,First Owner,Diesel,Manual,19.67,1582,126.2,5,Higher Range,11
Mahindra Xylo E4 BS IV,350000,null,2011,Individual,155000,First Owner,Diesel,Manual,14,2498,112,7,Lower Range,3.5
Mahindra Scorpio 1.99 S6 Plus,1080000,14.79-19.20,2017,Individual,30000,First Owner,Diesel,Manual,15.4,1997,120,7,Higher Range,10.8
Honda City i DTEC V,530000,14.00-16.49,2014,Dealer,66100,First Owner,Diesel,Manual,26,1498,98.6,5,Medium Range,5.3
Maruti Swift Dzire VDI,680000,null,2017,Individual,50000,First Owner,Diesel,Manual,28.4,1248,74.02,5,Medium Range,6.8
Mahindra Scorpio 1.99 S4 Plus,1025000,15.10-19.92,2017,Dealer,42000,First Owner,Diesel,Manual,15.4,1997,120,7,Higher Range,10.25
Hyundai i20 1.2 Spotz,650000,7.97-13.46,2017,Individual,55000,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,6.5
Hyundai i10 Magna,194000,null,2012,Dealer,110699,First Owner,Petrol,Manual,20.36,1197,78.9,5,Lower Range,1.94
Maruti Baleno Delta Automatic,686000,6.81-10.54,2019,Individual,5000,First Owner,Petrol,Automatic,21.4,1197,83.1,5,Medium Range,6.86
Maruti Alto 800 LXI,200000,3.32-4.49,2016,Individual,50000,First Owner,Petrol,Manual,22.74,796,47.3,5,Lower Range,2
Maruti Swift Dzire VXI,250000,6.53-9.95,2010,Dealer,44000,First Owner,Petrol,Manual,19.1,1197,85.8,5,Lower Range,2.5
Maruti Vitara Brezza VDi Option,730000,null,2018,Individual,90000,First Owner,Diesel,Manual,24.3,1248,88.5,5,Medium Range,7.3
Hyundai Verna 1.6 VTVT SX,650000,10.54-16.52,2016,Dealer,55000,First Owner,Petrol,Manual,17.01,1591,121.3,5,Medium Range,6.5
Maruti Vitara Brezza ZDi Plus Dual Tone,790000,null,2017,Dealer,45000,First Owner,Diesel,Manual,24.3,1248,88.5,5,Medium Range,7.9
Maruti Baleno Zeta 1.2,620000,6.93-10.63,2017,Individual,30000,First Owner,Petrol,Manual,21.4,1197,83.1,5,Medium Range,6.2
Hyundai Verna 1.6 VTVT,510000,9.53-14.63,2013,Individual,50000,First Owner,Petrol,Manual,17.01,1591,121.3,5,Medium Range,5.1
Hyundai Santro Xing XL,115000,null,2005,Individual,120000,First Owner,Petrol,Manual,null,1086,null,5,Lower Range,1.15
Maruti Eeco 5 Seater AC BSIV,375000,4.63-5.09,2013,Individual,20000,First Owner,Petrol,Manual,15.37,1196,73,5,Lower Range,3.75
Nissan Terrano XV 110 PS,525000,null,2015,Dealer,69000,First Owner,Diesel,Manual,19.01,1461,108.5,5,Medium Range,5.25
Maruti Swift Dzire AMT VXI,620000,6.74-10.04,2017,Trustmark Dealer,19843,First Owner,Petrol,Automatic,21.21,1197,81.8,5,Medium Range,6.2
Tata Indigo LS (TDI) BS-III,270000,null,2014,Individual,20000,First Owner,Diesel,Manual,19.09,1405,69.01,5,Lower Range,2.7
Ford Endeavour 3.0L 4X4 AT,950000,35.00-41.93,2011,Individual,30000,First Owner,Diesel,Automatic,11.4,2953,153.86,7,Higher Range,9.5
Toyota Innova Crysta 2016-2020 2.4 G MT,1450000,19.90-29.90,2017,Dealer,52300,First Owner,Diesel,Manual,13.68,2393,147.51,7,Higher Range,14.5
Honda City i VTEC CVT SV,845000,12.24-16.17,2016,Individual,40000,First Owner,Petrol,Automatic,18,1497,117.3,5,Higher Range,8.45
Maruti Swift Dzire LDI,390000,null,2014,Dealer,61500,First Owner,Diesel,Manual,23.4,1248,74,5,Lower Range,3.9
Honda Amaze S i-Vtech,395000,7.04-9.90,2015,Dealer,59000,First Owner,Petrol,Manual,18,1198,86.7,5,Lower Range,3.95
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,450000,6.99-7.35,2018,Individual,40000,First Owner,Petrol,Manual,18.9,1197,81.86,5,Medium Range,4.5
Audi A6 2.0 TDI,1700000,null,2013,Individual,60000,First Owner,Diesel,Automatic,17.68,1968,174.33,5,Higher Range,17
Hyundai Grand i10 Magna,325000,6.48-6.57,2013,Dealer,61000,First Owner,Petrol,Manual,18.9,1197,82,5,Lower Range,3.25
Mahindra KUV 100 mFALCON D75 K4,350000,null,2016,Individual,70000,First Owner,Diesel,Manual,25.32,1198,77,6,Lower Range,3.5
Mahindra XUV500 W8 2WD,650000,16.54-23.28,2013,Dealer,63000,First Owner,Diesel,Manual,15.1,2179,140,7,Medium Range,6.5
Mercedes-Benz E-Class E 200 CGI,1250000,72.29-1.72 ,2012,Dealer,58000,First Owner,Petrol,Manual,12.3,1796,185,5,Higher Range,12.5
